PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,PRICE
2,639,12,1,49508,3,2.5,1908,11761,1967,183,,42.8763549,-85.64434,140000
2,3218,12,1,49508,3,1.5,1718,,1963,302,,42.867634,-85.62849,126500
2,3182,12,1,49508,4,1.5,1224,17859,1956,191,,42.880382,-85.629173,150000
2,3219,12,1,49508,,,,14375,,,,42.860111,-85.644491,150000
2,3220,12,1,49508,,,,11761,,,,42.878596,-85.628725,132475
1,3221,12,1,49508,2,2.5,1658,,1994,171,195,42.8785491,-85.6447615,141000
2,3165,12,1,49548,3,1,2500,17424,1910,301,,42.8745163,-85.6627765,139900
2,3095,12,1,49508,,,,9148,,,,42.862542,-85.634755,126000
2,3222,12,1,49508,3,2.5,1120,10890,1975,81,,42.875935,-85.610153,150000
2,2098,12,1,49508,3,1,1459,10212,1956,234,,42.873837,-85.641114,150000
2,3223,12,1,49508,,,,11761,,,,42.865812,-85.620643,150000
2,1959,12,1,49508,4,1.5,1600,9239,1964,43,,42.859771,-85.638435,142400
2,3114,12,1,49508,4,1.5,1576,8505,1958,102,,42.878546,-85.640764,145000
2,3224,12,1,49508,3,1.5,1755,9583,1964,140,,42.878313,-85.642043,149000
1,3225,12,1,49508,,,,,,,,42.870997,-85.607071,135000
2,3183,12,1,49548,3,1,1646,30492,1979,80,,42.880868,-85.654664,140250
2,3226,12,1,49508,3,2,1638,12160,1956,51,,42.870795,-85.638926,140000
2,3227,12,1,49512,,,,9148,,,,42.902551,-85.592995,150000
2,3228,12,1,49548,3,2,1592,7405,1983,337,,42.8791269,-85.6519,129900
2,3229,12,1,49512,,,,10890,,,,42.8812489,-85.582562,150000
2,639,12,1,49508,,,,8712,,,,42.876271,-85.64243,128000
2,3230,12,1,49508,,,,12197,,,,42.859658,-85.63352,139811
2,1959,12,1,49508,,,,8276,,,,42.883242,-85.638443,126000
1,3231,12,1,49508,2,2.5,1489,,1995,224,195,42.877827,-85.64407,126000
1,3232,12,1,49512,2,1.5,1296,,2004,182,240,42.85649,-85.578327,145000
2,1610,12,1,49508,4,2,1850,10890,1960,343,,42.876134,-85.636358,127000
2,1453,12,1,49548,3,2,2260,11326,1940,312,,42.8830307,-85.6596804,150000
2,3233,11,1,49546,3,2,1000,,1930,283,,42.928274,-85.575588,138000
1,3234,12,1,49508,,,,,,,,42.880245,-85.615498,132000
2,1458,12,1,49508,,,,87120,,,,42.856729,-85.625628,140000
2,3150,12,1,49548,,,,6098,,,,42.875665,-85.660341,145500
1,3235,12,1,49512,2,2.5,1400,,2002,297,230,42.85568,-85.578089,143000
2,3104,12,1,49548,3,2,1470,10430,1951,109,,42.8701341,-85.6517459,127500
1,3236,11,1,49508,3,3,2094,,1984,350,250,42.895078,-85.607891,127400
2,3180,12,1,49508,4,1.5,1716,7405,1959,91,,42.875968,-85.637494,135000
2,643,12,1,49548,4,2,1332,12196,1974,220,,42.87064,-85.6560159,148500
2,3237,12,1,49508,,,,12632,,,,42.85817,-85.640077,149000
2,3238,12,1,49548,5,2,1803,10454,1965,242,,42.8638199,-85.651383,149000
2,3108,12,1,49548,3,2,2142,10018,1950,252,,42.883076,-85.662811,130000
2,1902,12,1,49508,,,,19602,,,,42.881538,-85.634207,147000
2,639,12,1,49548,3,2,1734,18730,1945,101,,42.854301,-85.595497,130000
2,3133,12,1,49548,4,1,1452,7405,1948,162,,42.88014,-85.659074,135500
2,3239,12,1,49548,4,2,1728,7405,1999,266,,42.863148,-85.649661,148000
2,1947,11,1,49508,3,1.5,2036,21780,1963,176,,42.866173,-85.626439,139900
2,3092,12,1,49508,3,2,1453,,1964,311,,42.861785,-85.626327,140000
1,3240,12,1,49508,3,2,1904,,1987,109,230,42.8713391,-85.6089138,144000
1,3241,12,1,49512,2,2.5,1328,,2002,298,155,42.854934,-85.578513,135000
1,3242,12,1,49546,3,2.5,1733,,1971,38,304,42.919436,-85.563915,146000
2,3201,12,1,49548,,,,11761,,,,42.8646121,-85.6533356,140000
2,3168,12,1,49508,3,1,1706,1056,1971,189,,42.8735151,-85.6206452,135000
2,3114,12,1,49508,3,2,2140,13068,1956,71,,42.88244,-85.640683,145000
2,1959,12,1,49508,3,1,1338,8466,1955,182,,42.878592,-85.638798,130000
2,3243,12,1,49548,4,2,1800,7281,2007,305,,42.874499,-85.647717,145000
2,3244,12,1,49508,3,2.5,1806,13503,1964,280,,42.863204,-85.621297,137000
2,1959,12,1,49508,3,1.5,1755,10019,1968,291,,42.868582,-85.638162,148000
1,3245,12,1,49508,,,,,,,,42.8761,-85.602352,140500
2,639,12,1,49508,3,2,1924,28314,1870,241,,42.855081,-85.620497,139900
2,3246,12,1,49508,3,1,1927,,1955,44,,42.883407,-85.634491,148000
2,3247,12,1,49548,,,,5663,,,,42.878196,-85.65303,134350
2,3248,12,1,49548,3,2,2050,6054,1982,231,,42.855751,-85.653712,140000
2,3249,12,1,49508,3,2,2085,16552,1954,22,,42.875036,-85.6238149,145000
1,3250,12,1,49512,,,,,,,,42.856471,-85.579037,126000
5,3251,12,1,49548,5,2,,14244,1979,127,,42.861086,-85.64652,127000
2,3252,12,1,49548,,,,12197,,,,42.865266,-85.646461,132100
1,3253,12,1,49512,3,2.5,2114,,1998,346,190,42.8665259,-85.5682483,145000
2,3188,12,1,49508,,,,11761,,,,42.8748859,-85.599528,134000
5,3096,11,1,49508,,,,11325,1970,310,,42.858866,-85.627255,140000
2,3203,12,1,49548,2,2,1486,6600,1990,333,,42.879644,-85.653708,149000
2,3213,12,1,49508,3,1,828,11325,1958,281,,42.863805,-85.62646,136000
1,3254,12,1,49512,2,2.5,1716,,2001,357,240,42.855709,-85.579504,133900
2,3255,12,1,49508,3,2,1816,10890,1959,241,,42.865463,-85.63258,142800
2,3256,12,1,49548,3,2,1940,5500,1989,71,,42.8778873,-85.6530448,140400
2,3257,11,1,49508,2,2,1869,7840,1983,22,,42.8725669,-85.597729,147500
2,3258,12,1,49512,3,1.5,1627,13068,1962,259,,42.880097,-85.587457,143000
2,3259,12,1,49508,2,1,1780,7375,1983,129,,42.8717174,-85.5969402,149900
1,3260,12,1,49508,,,,,,,,42.8724683,-85.6086848,149900
5,3117,12,1,49508,,,,10982,1965,225,,42.869943,-85.6324829,129900
2,3261,12,1,49548,2,2,1208,,1989,340,,42.879313,-85.653751,144000
2,639,12,1,49548,3,2.5,2040,7405,1988,360,,42.876879,-85.653922,141000
2,1956,12,1,49508,3,1,1476,8276,1956,107,,42.881371,-85.639555,125500
2,3126,12,1,49512,4,2.5,1764,15561,1966,226,,42.909295,-85.570459,140000
2,3262,12,1,49548,3,1.5,1604,12196,1976,88,,42.872438,-85.656003,138000
5,3117,12,1,49508,2,1,,10890,1965,219,,42.8701409,-85.631769,133800
1,3236,11,1,49508,,2,1194,,1984,,,42.895078,-85.607891,127400
2,3263,12,1,49512,4,2.5,2840,18730,1977,217,,42.858431,-85.584485,145000
1,3264,12,1,49512,,,,,,,,42.854934,-85.578513,135000
1,3265,11,1,49508,3,2,2082,,1983,287,250,42.897035,-85.609832,135000
2,644,12,1,49508,,,,14810,,,,42.86951,-85.610479,139500
2,3266,12,1,49512,,,,6970,,,,42.899513,-85.595264,140000
2,3193,11,1,49508,,,,10454,,,,42.865488,-85.637063,141000
5,3095,12,1,49508,6,4,,11070,1969,46,,42.8588366,-85.6292497,135000
2,3267,12,1,49512,,,,40075,,,,42.8604399,-85.566352,137900
2,644,12,1,49548,3,1,1040,14374,1957,7,,42.8695856,-85.6507574,126000
2,3268,12,1,49508,3,1,1373,11200,1968,56,,42.863302,-85.6360569,135500
5,3269,12,1,49508,4,2,,,1978,169,,42.85571,-85.6127,147000
2,644,12,1,49548,3,1.5,2198,18295,1942,338,,42.869816,-85.649043,134000
2,3270,12,1,49508,3,1,1092,10057,1964,196,,42.860451,-85.641439,133000
2,3271,12,1,49508,3,2,1986,23522,1968,39,,42.870946,-85.6289369,135000
2,639,11,1,49508,,,,24394,,,,42.854435,-85.640879,135500
2,3246,12,1,49508,3,2.5,2106,12325,1961,112,,42.877123,-85.634494,149900
2,1458,12,1,49508,,,,28750,,,,42.8756063,-85.6250978,134000
2,3168,12,1,49508,,,,9148,,,,42.873124,-85.622534,146000
2,3238,12,1,49548,3,1.5,1458,15246,1973,238,,42.868124,-85.652265,139000
2,3114,12,1,49508,,,,9148,,,,42.8784399,-85.6402052,128000
2,1453,12,1,49548,4,1,1725,11220,1930,232,,42.883044,-85.658931,129000
2,3213,12,1,49508,3,1,1136,10454,1958,255,,42.863822,-85.628032,128900
2,3272,12,1,49508,4,1.5,2261,13300,1967,56,,42.870598,-85.630073,136000
2,3095,12,1,49508,,,,11761,,,,42.859126,-85.6297869,141900
2,3189,12,1,49508,3,1,1160,8712,1957,175,,42.874671,-85.642463,134000
1,3273,12,1,49508,2,2,1716,1,1995,70,195,42.8809629,-85.6158301,135000
2,3117,12,1,49508,3,1.5,1756,11761,1962,23,,42.8662642,-85.6317215,140500
2,3274,12,1,49508,3,2,1118,10018,1967,101,,42.8671559,-85.6395279,138000
2,639,12,1,49508,,,,10019,,,,42.876214,-85.627981,135000
1,3275,12,1,49508,3,2,1752,,1990,266,230,42.8720348,-85.609534,144000
2,3213,12,1,49508,2,1.5,1327,10018,1958,143,,42.863179,-85.630967,135000
2,3270,12,1,49508,2,2,2067,10018,1968,263,,42.8604429,-85.64005,135000
2,3276,12,1,49508,,,,12632,,,,42.870435,-85.618523,134000
2,3255,12,1,49508,3,1,1358,10000,1959,259,,42.864956,-85.6316219,137000
2,3277,12,1,49512,3,2,1920,6670,1997,122,,42.860951,-85.567569,130000
2,3278,12,1,49508,5,2,1772,8370,1955,318,,42.882898,-85.639165,130000
2,3095,12,1,49508,,,,10019,,,,42.867813,-85.634905,147000
5,3279,12,1,49508,4,2,,10890,1971,50,,42.859699,-85.634703,139900
2,2123,12,1,49508,3,1.5,1852,9620,1955,129,,42.875494,-85.6417139,134900
2,2210,12,1,49508,3,2,1418,8712,1961,312,,42.881899,-85.643086,146802
1,3280,12,1,49508,,,,,,,,42.871547,-85.607639,134000
1,3281,12,1,49508,3,2,1882,,1993,304,195,42.880245,-85.615498,132000
2,696,12,1,49548,2,1.5,1896,5227,1998,38,,42.858736,-85.657607,133000
2,3092,12,1,49508,,,,11326,,,,42.861234,-85.624232,136500
2,1947,12,1,49508,3,1.5,1450,11475,1964,151,,42.875062,-85.626931,138000
2,3282,12,1,49548,,,,28314,,,,42.867899,-85.656422,140000
2,3213,12,1,49508,4,1,1416,10454,1958,290,,42.863822,-85.62777,139000
2,3257,12,1,49508,3,2,1966,7405,1983,281,,42.872561,-85.597273,150000
1,3283,12,1,49508,,,,,,,,42.88106,-85.614913,145000
2,3284,12,1,49548,3,2,1236,13068,1959,175,,42.8748176,-85.6597744,141000
5,3285,12,1,49548,4,2,,10320,1968,78,,42.8620761,-85.6510179,135000
2,3261,12,1,49548,2,2,1581,5662,1989,99,,42.879313,-85.653939,150000
2,2035,12,1,49508,3,1.5,1860,13503,1962,283,,42.875616,-85.633762,145000
2,1959,12,1,49508,,,,8276,,,,42.882043,-85.639132,137000
2,2210,12,1,49508,3,1.5,2736,8712,1961,168,,42.880787,-85.642435,141500
2,3286,12,1,49508,3,1.5,1527,8580,1968,126,,42.864284,-85.637779,132000
2,3286,12,1,49508,3,2,1580,10454,1965,200,,42.861724,-85.640207,135000
2,3108,11,1,49548,3,1.5,1622,10454,1937,212,,42.882374,-85.660847,130400
2,3141,12,1,49508,2,2,1580,8581,1967,161,,42.879727,-85.641927,135000
1,3287,12,1,49512,,,,,,,,42.8662802,-85.572607,149900
2,643,12,1,49548,3,2.5,1682,65775,1956,218,,42.860226,-85.653914,142000
2,644,12,1,49508,2,1.5,1277,20037,1958,86,,42.869783,-85.636599,127000
2,3224,12,1,49508,3,1.5,1080,8712,1964,312,,42.879413,-85.6428619,145000
2,3108,12,1,49548,3,2,1432,11761,1938,109,,42.8823719,-85.660607,144000
2,1453,20,1,49548,,,,18295,,,,42.888238,-85.660251,129900
5,3092,12,1,49508,5,4,,11840,1968,38,,42.8615564,-85.6335234,157500
1,3288,12,1,49512,2,2.5,1536,,2000,84,190,42.8669797,-85.5675618,161000
1,3289,12,1,49512,,,,,,,,42.8669647,-85.5680582,163000
5,3290,12,1,49508,4,2,,12000,1968,245,,42.861828,-85.632887,152500
1,3291,12,1,49512,2,2,1692,,2000,191,190,42.8671368,-85.5690025,152500
1,3292,12,1,49508,2,2,1943,,1986,30,230,42.871507,-85.609005,154000
1,3293,12,1,49512,2,2,1652,,1999,225,190,42.867238,-85.5695119,158000
1,3294,12,1,49512,,,,,,,,42.855348,-85.579791,161225
2,3295,12,1,49548,3,2,1872,10890,2007,39,,42.873289,-85.647368,165500
1,3296,12,1,49508,2,3,1946,,1981,239,250,42.898733,-85.609314,158000
2,3297,12,1,49508,3,2,1635,6534,2008,171,140,42.8576779,-85.6016323,174000
2,3298,12,1,49512,2,1,1190,7187,1999,143,7,42.9019877,-85.5944275,153100
2,3299,11,1,49548,,,,6534,,,,42.873657,-85.649,164700
1,3300,12,1,49512,,,,,,,,42.855266,-85.579786,161000
1,3301,12,1,49512,2,2.5,1700,,2000,25,210,42.8663209,-85.5673787,165000
5,639,12,1,49548,4,2,,14810,1977,56,,42.861865,-85.647156,165000
2,3095,12,1,49508,,,,13068,,,,42.858905,-85.626857,163000
2,3302,12,1,49512,,,,32670,,,,42.8920553,-85.6062393,165000
2,3303,12,1,49512,3,2,1400,7405,1999,105,,42.870099,-85.576341,162000
2,2291,11,1,49546,6,4,1973,24611,1973,,,42.917192,-85.592711,165000
1,3304,12,1,49508,,,,,,,,42.857815,-85.6001861,166000
2,3230,12,1,49508,,,,13068,,,,42.858935,-85.632282,175000
1,3305,12,1,49512,2,3,1812,,1998,245,190,42.8673219,-85.5719435,155000
1,3306,12,1,49512,3,3.5,2060,,1998,254,190,42.8669647,-85.5680582,163000
2,3149,12,1,49548,4,2,1525,8680,2013,256,,42.8739008,-85.6458729,163000
2,3307,12,1,49548,3,3,1800,6500,1992,268,,42.8668243,-85.6472957,170000
2,3227,12,1,49512,2,1.5,1815,8198,1998,273,7,42.900115,-85.594977,157000
1,3308,12,1,49512,,,,,,,,42.8941084,-85.5929835,172000
2,3092,12,1,49508,,,,12197,,,,42.861828,-85.632887,152500
2,639,12,1,49508,4,2.5,2908,11325,1963,277,,42.866518,-85.627553,159000
1,3309,12,1,49512,2,2.5,1379,,2001,322,240,42.855348,-85.579791,161225
1,3309,12,1,49512,2,3,1382,,2000,301,240,42.855266,-85.579786,161000
5,3310,12,1,49508,3,1,,16640,1979,333,,42.8816569,-85.6088996,167400
2,3311,12,1,49508,3,1.5,2378,13503,1972,11,,42.874827,-85.617241,164000
2,3312,12,1,49512,3,2,1745,21780,1978,330,,42.910339,-85.568931,152850
2,3313,12,1,49508,3,2,1984,,1983,57,,42.85769,-85.608604,168000
1,3314,12,1,49512,3,2.5,1656,,1999,38,190,42.8668239,-85.5697278,154000
1,3315,12,1,49512,,,,,,,,42.8666475,-85.5697262,158400
2,3266,12,1,49512,3,2,2038,8276,1999,80,,42.9021589,-85.5950537,170000
2,3316,12,1,49508,3,2,1423,10125,1978,248,,42.856104,-85.619743,173500
2,3317,12,1,49508,3,2,1720,11325,1978,288,,42.868521,-85.619265,172500
2,3272,12,1,49508,,,,15682,,,,42.867742,-85.629235,153000
2,3117,12,1,49508,5,1.5,2022,10890,1961,154,,42.867174,-85.631052,153500
2,644,11,1,49548,,,,11326,,,,42.869662,-85.645804,160000
2,3318,12,1,49508,4,2.5,1959,12000,1969,141,,42.878609,-85.630764,170900
2,3319,12,1,49508,5,2.5,2313,,1994,176,,42.882527,-85.644297,168400
2,2210,12,1,49508,3,1.5,1449,8712,1971,155,,42.877442,-85.641942,155000
1,3320,11,1,49508,3,2.5,2059,,1982,44,250,42.897986,-85.60866,167500
1,3321,12,1,49508,,,,,,,,42.898413,-85.608036,164600
2,3141,12,1,49508,4,2,2245,8568,1959,350,,42.879955,-85.641964,155000
5,3322,12,1,49508,2,1,,17424,1978,30,,42.855294,-85.614135,154000
2,2217,12,1,49508,,,,16553,,,,42.881457,-85.608913,167400
2,2074,12,1,49508,,,,15682,,,,42.874967,-85.639112,163000
5,672,12,1,49508,6,4,,47916,1977,171,,42.878604,-85.646628,162400
2,3323,12,1,49508,3,1.5,1650,10890,1961,141,,42.866735,-85.631039,160000
2,3324,12,1,49508,3,2,1800,10800,1985,98,,42.87196,-85.6006,162900
2,2035,12,1,49508,3,1.5,2258,17424,1960,224,,42.881509,-85.633417,156000
2,639,12,1,49508,4,2,1538,9147,1986,141,,42.856657,-85.6435385,161400
2,3325,12,1,49508,3,1.5,1803,14500,1972,88,,42.879867,-85.613334,155000
2,3326,12,1,49508,3,2.5,1479,12196,2000,238,,42.877496,-85.618737,175000
1,3327,12,1,49512,3,3.5,2550,,2005,357,215,42.8845478,-85.5941827,167000
2,3328,12,1,49508,4,2.5,1972,9583,1992,241,,42.856544,-85.610686,173000
2,3329,12,1,49512,,,,6534,,,,42.881697,-85.579658,159750
2,672,12,1,49508,4,2.5,2699,71874,1954,182,,42.861466,-85.644144,175000
2,3330,12,1,49508,3,1.5,2034,10160,1968,15,,42.855972,-85.617763,170500
2,1959,12,1,49508,4,1.5,1950,8400,1965,79,,42.874391,-85.6386069,160700
2,1902,12,1,49508,3,1.5,1722,17424,1961,233,,42.881302,-85.635239,152600
2,3188,12,1,49508,,,,22651,,,,42.873347,-85.5974559,153000
2,3329,12,1,49512,3,2.5,2180,7840,1992,102,120,42.881825,-85.580008,173000
2,3207,12,1,49512,3,2,1616,13068,1979,113,,42.878383,-85.588018,163000
1,3331,12,1,49512,2,2,1442,,1997,253,190,42.8667312,-85.5718652,158500
1,3332,12,1,49512,2,2,1400,,1999,242,190,42.866822,-85.5702272,160000
2,3333,12,1,49508,,,,13068,,,,42.858215,-85.60558,168900
2,3334,12,1,49508,,,,3920,,,,42.8734159,-85.6408069,160000
2,3335,12,1,49512,2,2,1440,9147,2001,164,22,42.859577,-85.571725,165000
2,3336,12,1,49508,,,,10890,,,,42.874583,-85.628111,167000
2,3337,12,1,49512,3,1.5,1540,7980,1993,234,,42.880344,-85.580675,173900
2,3338,12,1,49512,3,2,1704,8712,1997,149,22,42.860842,-85.567918,172500
2,3227,12,1,49512,3,2,1800,8255,1999,274,7,42.902441,-85.593159,170000
2,3211,12,1,49508,4,2,2216,11325,1963,100,,42.881104,-85.635885,162000
2,3339,12,1,49508,3,2,1980,12632,1956,120,,42.880518,-85.63078,157500
2,3330,12,1,49508,5,1.5,2324,12632,1972,57,,42.85853,-85.618486,153000
2,3340,12,1,49512,3,2.5,1700,6098,2007,350,10,42.870031,-85.574769,162000
2,3341,12,1,49508,3,1.5,2112,10125,1972,253,,42.878196,-85.608801,170000
2,3233,11,1,49546,3,2.5,1862,8712,1978,176,,42.929902,-85.575661,165000
2,3342,12,1,49508,3,1.5,1930,12750,1978,126,,42.860112,-85.611049,164900
2,3343,12,1,49508,4,2.5,1810,10480,1992,308,,42.860048,-85.629912,169900
2,3303,12,1,49512,4,2,1694,8294,2001,283,,42.871663,-85.577116,170000
2,3262,12,1,49548,4,2,2100,31363,1990,137,,42.871783,-85.660611,172000
2,3207,12,1,49512,4,1.5,2394,10798,1983,302,,42.8794309,-85.587978,153000
2,3329,12,1,49512,3,2,1390,6969,1994,266,10,42.87935,-85.579753,167250
2,3344,12,1,49508,,,,10890,,,,42.857273,-85.609576,175000
2,3233,11,1,49546,,,,8712,,,,42.929721,-85.575652,166900
2,3345,12,1,49508,3,2.5,2811,10836,1974,282,,42.876922,-85.611036,170000
2,3095,12,1,49508,5,2.5,1840,10018,1965,7,,42.867327,-85.634165,175000
2,3346,12,1,49508,3,2,2580,15456,1979,233,,42.859252,-85.608808,172000
2,3347,12,1,49508,3,1.5,1990,16553,1979,274,,42.858779,-85.623868,159900
2,3348,12,1,49508,4,1.5,1960,12240,1975,241,,42.878603,-85.614989,170000
2,1947,11,1,49508,3,2.5,2300,10021,1971,206,,42.868552,-85.626811,168000
2,3349,12,1,49508,2,1,1568,8102,1983,42,,42.872129,-85.597579,154000
2,2345,12,1,49512,3,1,2274,32560,1956,231,,42.914202,-85.592981,153000
2,3350,11,1,49546,4,2,1955,26136,1950,141,,42.925611,-85.56428,171900
2,3319,12,1,49508,3,3,1752,4356,1995,175,,42.883549,-85.644115,170000
2,3200,12,1,49548,3,2,1911,21780,1966,28,,42.870835,-85.659698,153000
2,3351,12,1,49508,4,2,1719,10200,1996,308,,42.878618,-85.619973,166000
2,3352,12,1,49508,,,,10454,,,,42.874056,-85.6301979,162000
2,3353,12,1,49508,3,2.5,2196,10626,1976,98,,42.8777789,-85.608778,154900
2,3180,12,1,49508,4,2,2240,8276,1958,81,,42.8759042,-85.6377822,155000
2,3227,12,1,49512,3,3,1950,7840,1998,127,7,42.902023,-85.593378,169900
2,3354,12,1,49512,3,2,1766,7860,1998,38,7,42.9021753,-85.5965407,163000
2,3227,12,1,49512,3,2,1944,6960,1998,135,7,42.90096,-85.593689,166800
2,3355,12,1,49508,3,2.5,2065,7643,1993,210,,42.880912,-85.644763,165000
2,3356,11,1,49546,,,,10890,,,,42.9218162,-85.5605112,175000
2,3357,12,1,49508,3,2.5,2556,10010,1965,217,,42.863149,-85.640479,159900
2,3329,12,1,49512,3,2,1392,6969,1992,112,,42.881369,-85.579252,169500
2,3358,12,1,49508,,,,13939,,,,42.871208,-85.623491,168000
2,3359,12,1,49548,3,2,1740,,2007,102,,42.873833,-85.649989,160000
2,3252,12,1,49548,4,2,1728,10454,1991,282,,42.864961,-85.647378,158069
2,3360,12,1,49512,3,2,1560,6534,2011,17,13,42.871671,-85.574132,173900
2,3361,12,1,49512,3,2,1737,7840,2001,291,,42.900904,-85.596282,164000
2,3337,12,1,49512,4,3,2448,6534,1993,343,10,42.8803569,-85.581058,173900
2,3362,12,1,49508,4,2.5,2300,10454,1978,175,,42.880265,-85.610648,159000
2,3117,12,1,49508,3,2,1890,15743,1964,305,,42.876699,-85.632504,166000
2,3214,12,1,49508,3,2,1600,6804,1993,99,,42.8800839,-85.643267,155000
2,3363,12,1,49548,4,2,1632,9100,2007,317,,42.858261,-85.651379,175000
2,3168,12,1,49508,4,3,2540,9000,1989,256,,42.874607,-85.60318,175000
2,3364,12,1,49508,,,,9148,,,,42.864669,-85.644163,155000
2,3365,12,1,49508,3,3,2252,20037,1976,343,,42.879443,-85.615568,170000
2,3366,12,1,49512,4,2,1800,7257,1996,326,,42.901407,-85.59343,162000
2,2345,12,1,49512,3,1.5,2086,32931,1957,64,,42.914692,-85.594433,155000
2,3270,12,1,49508,4,2,2350,10018,1965,109,,42.861004,-85.643403,151800
2,3367,12,1,49508,4,2,1872,1872,1997,273,,42.878301,-85.621122,158500
2,3368,12,1,49508,4,1.5,1988,10454,1971,140,,42.879301,-85.610182,175000
2,3276,12,1,49508,,,,12197,,,,42.869943,-85.6229369,165000
2,3367,12,1,49508,3,2.5,1751,8960,1999,234,,42.877324,-85.6208429,170000
2,3192,12,1,49508,4,2,2060,9583,1991,128,,42.860892,-85.631334,159580
2,3266,12,1,49512,,,,7841,,,,42.9001948,-85.5961954,160000
2,3355,12,1,49508,,,,8276,,,,42.881031,-85.644038,154000
2,3344,12,1,49508,,,,10890,,,,42.856616,-85.609028,163000
2,3168,12,1,49508,3,1.5,1489,9147,1963,137,,42.8735155,-85.6228583,155750
2,3334,12,1,49508,3,1.5,1680,10454,1956,267,,42.873513,-85.642482,159900
2,1959,12,1,49508,3,2,1990,10018,1964,140,,42.8657244,-85.6381867,166000
2,3203,12,1,49548,3,2,1628,8320,1982,144,,42.880104,-85.65231,152000
2,3141,12,1,49508,4,2,1778,8364,1959,190,,42.880876,-85.642065,155000
2,3369,12,1,49508,3,3,2594,13600,1984,50,,42.862906,-85.615306,174900
2,3266,12,1,49512,,,,7405,,,,42.9020034,-85.5955924,157000
2,3214,12,1,49508,3,1.5,2116,8712,1963,37,,42.880881,-85.635876,153900
2,644,12,1,49548,4,2,1826,11900,1948,143,,42.869728,-85.653218,155000
2,3370,12,1,49512,,,,6970,,,,42.870684,-85.575956,167500
2,3219,12,1,49508,,,,11326,,,,42.860068,-85.6406219,164900
2,3326,12,1,49508,4,2.5,1826,7405,1996,256,,42.879009,-85.620493,158000
2,3286,12,1,49508,,,,9583,,,,42.862125,-85.640214,157000
2,3371,12,1,49508,3,1.5,1763,10454,1967,109,,42.85996,-85.616737,150900
2,3372,12,1,49512,4,2,1750,7400,2006,350,21,42.89414,-85.593067,172000
2,3373,12,1,49508,4,2,2750,10018,1973,280,,42.879712,-85.610902,162000
2,3335,12,1,49512,,,,7405,,,,42.8602489,-85.5717391,164900
2,3227,12,1,49512,,,,7405,,,,42.9024391,-85.5939168,170000
2,3374,12,1,49512,3,2,2042,6969,1995,345,11,42.878117,-85.578717,162500
2,3202,12,1,49508,4,2,2064,6534,1993,294,,42.879308,-85.643923,175000
2,3375,12,1,49512,,,,8276,,,,42.872141,-85.5771369,174000
2,1959,12,1,49508,4,2.5,2010,10585,1967,130,,42.8655159,-85.6385737,159900
2,1902,12,1,49508,3,1.5,2176,13939,1962,221,,42.876778,-85.635212,161000
2,3376,12,1,49508,,,,13504,,,,42.865652,-85.62402,174900
2,3239,12,1,49548,3,2,1680,9147,1991,239,,42.864194,-85.648736,163000
2,639,12,1,49508,,,,11761,,,,42.855046,-85.619386,174500
2,643,12,1,49548,,,,33541,,,,42.8597279,-85.654331,154900
2,3168,12,1,49508,3,2.5,2955,10800,1988,351,,42.873873,-85.6048969,173200
2,3377,12,1,49508,4,3,1700,6608,1993,357,,42.881495,-85.64436,164900
2,3349,12,1,49508,3,2.5,1938,7840,1983,245,,42.871624,-85.597358,164000
2,3286,12,1,49508,4,2.5,2049,9583,1966,253,,42.86394,-85.638054,165200
2,3203,12,1,49548,3,2,1877,6969,1990,109,,42.879436,-85.654434,153000
1,3378,11,1,49508,2,2.5,1318,,1987,,,42.8958135,-85.6074589,160000
2,3365,12,1,49508,5,3,2202,11165,1972,308,,42.8791269,-85.612876,162000
2,3095,12,1,49508,3,1.5,2000,10018,1963,220,,42.8669749,-85.6348809,155000
2,3216,12,1,49508,3,2,1644,26571,1980,28,,42.8695016,-85.6354087,153900
2,3223,12,1,49508,3,2.5,2449,11761,1972,242,,42.865963,-85.619592,175000
2,3379,12,1,49508,4,2,4,8276,1969,108,,42.872439,-85.6276929,162500
2,2035,12,1,49508,3,1.5,2417,,1959,165,,42.879778,-85.632284,160000
2,3380,12,1,49512,3,2,1441,14810,1998,88,,42.871668,-85.577652,161000
2,672,12,1,49508,3,2,1588,60548,1948,115,,42.875606,-85.644611,160400
2,3381,12,1,49512,,,,7405,,,,42.879941,-85.580996,160000
2,3382,12,1,49508,3,2.5,1633,9147,1985,163,,42.856927,-85.641266,160000
2,3330,12,1,49508,,,,10454,,,,42.855455,-85.61849,169900
2,3383,12,1,49508,3,1.5,1500,11325,1977,179,,42.8773539,-85.613866,161500
2,3384,12,1,49512,3,2,1416,7405,1993,31,10,42.8809981,-85.5778555,156765
2,3385,12,1,49508,3,1.5,1879,14810,1964,239,,42.861455,-85.643398,154000
2,1959,12,1,49508,,,,11326,,,,42.8651796,-85.6380045,173000
2,3257,12,1,49508,4,2.5,1980,14374,1984,112,,42.872084,-85.599456,160000
2,1959,12,1,49508,3,1.5,2241,9280,1968,126,,42.866615,-85.6389,158000
2,3386,12,1,49508,3,2,1900,8276,2001,254,,42.878041,-85.622422,162000
