PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,PRICE
1,190,3,1,49315,,,,,,,,42.815053,-85.713755,303000
2,183,3,1,49315,5,3,4055,112820,1880,141,,42.814135,-85.703966,345000
2,191,3,1,49315,7,5.5,4838,22969,2005,233,,42.82472,-85.737999,570500
2,147,3,1,49315,4,3.5,2938,10500,2004,30,,42.8045017,-85.7119043,285000
1,192,3,1,49315,,,,,,,,42.815153,-85.713786,185000
2,193,3,1,49315,3,2.5,1908,17700,2015,315,50,42.801286,-85.718991,306000
1,194,3,1,49315,3,2.5,2280,,2010,24,170,42.815471,-85.714522,245000
2,151,3,1,49315,,,,,,,,42.8122508,-85.7228061,499900
1,195,3,1,49315,,,,,,,,42.8055163,-85.7211502,150000
2,153,3,1,49315,3,2.5,2628,12240,1989,273,,42.807743,-85.728119,242000
2,196,3,1,49315,4,3.5,2926,13068,2016,231,,42.8196746,-85.7321562,495800
2,125,3,1,49315,,,,24394,,,,42.800129,-85.722468,138500
2,197,3,1,49315,3,3.5,2924,12284,1998,80,,42.808662,-85.735578,299900
2,198,3,1,49315,4,2.5,1936,12632,2013,129,5,42.801711,-85.716448,290000
2,199,3,1,49315,4,3,3212,13939,1993,88,,42.809697,-85.711985,258900
1,200,3,1,49315,,,,,,,,42.805781,-85.720722,200000
2,201,3,1,49315,,,,,,,,42.82033,-85.726191,510000
2,202,3,1,49315,3,2.5,1768,9583,1966,133,,42.807657,-85.731962,183000
1,203,3,1,49315,3,2.5,2400,,2004,28,245,42.814689,-85.734902,250000
2,126,3,1,49315,4,2.5,2635,20168,2015,182,,42.8210493,-85.7430031,410000
1,204,3,1,49315,,,,,,,,42.80868,-85.734374,125000
1,205,3,1,49315,,,,,,,,42.8186547,-85.7157651,307000
2,184,3,1,49315,4,2.5,2279,13500,2015,322,,42.8018106,-85.7146408,384900
2,133,3,1,49315,4,3.5,2650,11200,2000,56,80,42.817303,-85.705657,259900
2,181,3,1,49315,4,3,2720,13300,2004,252,,42.805395,-85.703916,299900
1,206,3,1,49315,1,1.5,1130,,2007,140,160,42.815153,-85.713786,185000
2,207,3,1,49315,5,3.5,2051,13230,2016,253,,42.800201,-85.712652,352823
2,208,3,1,49315,4,3.5,2495,12196,1996,361,,42.805132,-85.727059,239900
2,176,3,1,49315,,,,,,,,42.7994632,-85.7159464,329900
2,121,3,1,49315,,,,10019,,,,42.807895,-85.713003,299950
1,209,3,1,49315,,,,,,,,42.81503,-85.735037,267000
2,138,3,1,49315,5,3.5,3232,1306,1991,57,,42.806917,-85.725961,247000
2,210,4,1,49316,4,3.5,2200,21780,1998,352,3,42.799931,-85.511135,213250
2,211,4,1,49316,4,2.5,3148,17554,1996,253,,42.798999,-85.515538,300000
2,212,4,1,49316,4,2.5,2153,11724,2016,238,31,42.798543,-85.512534,267000
2,213,4,1,49316,4,2.5,1812,10640,2016,157,31,42.798314,-85.511783,239900
2,214,4,1,49316,3,1,1528,13503,1947,11,,42.787135,-85.511322,105000
2,215,4,1,49316,3,2,1619,13068,1900,189,,42.789569,-85.518527,144500
2,216,4,1,49316,4,3.5,3420,160736,1999,99,,42.791232,-85.516816,320900
2,217,4,1,49316,4,2.5,2599,12632,2015,308,31,42.7976219,-85.516162,339900
2,218,4,1,49316,4,2.5,2100,8712,1900,107,,42.788396,-85.518473,207000
2,210,4,1,49316,4,3,2444,26136,1996,282,,42.797884,-85.511186,230000
2,215,4,1,49316,3,2,1828,9496,1910,193,,42.788939,-85.518247,183700
2,219,4,1,49316,2,1,1300,8712,1983,22,,42.7896349,-85.509743,144000
2,220,4,1,49316,3,2.5,2170,7404,2005,217,30,42.802286,-85.511683,234900
2,221,4,1,49316,5,3.5,2840,11194,1998,57,5,42.7997618,-85.5166019,240000
2,222,4,1,49316,4,3.5,4242,17336,2000,343,,42.799086,-85.516542,295000
2,218,4,1,49316,3,2.5,2064,14375,1986,256,,42.7884331,-85.5174052,175000
2,210,4,1,49316,4,3,2400,19602,1998,288,,42.79958,-85.511085,186000
2,218,4,1,49316,,,,24829,,,,42.788246,-85.517549,145000
2,223,4,1,49316,3,1,1084,9583,1875,213,,42.790719,-85.512533,95500
2,224,4,1,49316,,,,3485,,,,42.7913,-85.512912,15000
2,225,4,1,49316,3,1,999,19122,1951,185,,42.79057,-85.508501,130000
2,226,4,1,49316,4,3.5,2336,11717,2002,239,35,42.801707,-85.5124079,279500
2,227,4,1,49316,4,2.5,2152,21780,2016,266,2,42.7983649,-85.516515,335900
2,228,4,1,49316,3,2,2020,10454,1963,256,,42.790934,-85.508527,156500
2,221,4,1,49316,4,4,3055,11194,1999,168,4,42.800012,-85.516596,273000
2,210,4,1,49316,4,2,1976,10323,2000,253,3,42.8000027,-85.5101428,199900
2,217,4,1,49316,4,3.5,2364,13372,1995,129,,42.798756,-85.514788,250000
2,222,4,1,49316,5,3.5,2866,10890,2005,191,3,42.800675,-85.515832,275000
2,215,4,1,49316,,,,18731,,,,42.7889229,-85.519616,14450
2,218,4,1,49316,5,2.5,2282,9757,1920,203,,42.788381,-85.5194999,182500
2,229,4,1,49316,4,2,1856,13068,1962,346,,42.788671,-85.512533,168900
2,210,4,1,49316,3,2,2021,10454,1994,79,3,42.798411,-85.509932,193090
2,230,4,1,49316,3,2.5,1900,20473,2004,114,,42.8015102,-85.5101832,226000
2,231,4,1,49316,,,,17424,,,,42.801966,-85.516589,237500
2,219,4,1,49316,5,2,1860,8712,1923,85,,42.789594,-85.512394,189000
2,232,5,1,49341,5,2.5,2868,100623,2016,37,,43.0862812,-85.5259249,303000
2,232,5,1,49341,,,,392040,,,,43.08234,-85.415866,190000
1,233,5,1,49341,3,3,2282,,1988,205,315,43.092442,-85.476871,245000
2,234,5,1,49341,5,3.5,3572,573685,2000,113,,43.0537319,-85.447337,322000
2,235,6,1,49301,5,3,4046,55321,2003,92,78,43.005815,-85.487826,470000
2,236,6,1,49301,5,6,6805,125888,2011,35,150,43.011201,-85.52789,1250000
2,237,7,1,49306,5,3.5,3200,25700,2013,91,50,43.038193,-85.532069,420000
1,238,5,1,49341,3,2,1514,,1998,29,215,43.09054,-85.502148,136500
2,239,5,1,49341,,,,3920,,,,43.089854,-85.4543,575000
2,234,,1,49306,,,,440392,,,,43.070914,-85.532881,412000
2,240,,1,49306,,,,253955,,,,43.0635892,-85.5008411,290000
2,241,6,1,49301,3,1.5,1766,80150,1965,81,,43.02984,-85.52955,230000
2,242,5,1,49341,5,3.5,3558,22651,2011,130,,43.096258,-85.503367,275000
1,243,5,1,49341,3,2,1490,,1997,161,215,43.090486,-85.5021359,125000
2,244,6,1,49301,3,3.5,3235,121968,1997,70,,43.003788,-85.485679,424000
2,245,7,1,49306,5,5.5,6408,88427,1996,206,100,43.05458,-85.49344,622500
1,246,5,1,49341,,,,,,,,43.09766,-85.469211,193000
1,247,,1,49306,,,,,,,,43.059475,-85.508491,312500
2,248,5,1,49341,4,3.5,3102,104979,1995,274,,43.081324,-85.51207,300000
2,249,,1,49306,,,,43560,,,,43.070864,-85.509688,285000
2,250,7,1,49306,4,2.5,2782,39427,2016,11,600,43.039751,-85.533169,384900
2,251,5,1,49341,5,3.5,3443,19166,2013,168,38,43.09456,-85.497591,460000
2,252,6,1,49301,4,3,3450,419918,2014,162,,43.021639,-85.439074,480000
1,253,6,1,49301,,,,,,,,43.039366,-85.524652,350000
2,254,5,1,49341,3,2.5,2240,20473,2007,133,68,43.082664,-85.488946,332000
2,255,5,1,49341,,,,199505,,,,43.0853139,-85.480921,205000
1,256,6,1,49301,,,,,,,,43.04829,-85.523048,433900
2,257,7,1,49306,5,2.5,3961,45738,2008,77,45,43.074889,-85.521947,500000
2,258,5,1,49341,,,,12197,,,,43.098755,-85.505212,290000
2,259,6,1,49301,3,3.5,4752,152460,1999,224,290,43.003025,-85.489118,575000
2,248,5,1,49341,5,3,3476,64468,2007,239,,43.081308,-85.513149,411000
2,260,5,1,49341,3,1,1261,94960,1900,116,,43.065322,-85.447304,170000
2,255,5,1,49341,4,2.5,2536,148104,1968,176,,43.058185,-85.481789,215000
2,261,5,1,49341,,,,10454,,,,43.090276,-85.496677,434000
2,262,5,1,49341,4,2.5,2840,19602,2010,168,,43.096161,-85.49855,340000
2,263,7,1,49306,6,4.5,4086,43560,1997,100,113,43.0491626,-85.4937917,405000
2,264,6,1,49301,5,3.5,3676,30492,2004,270,750,43.041808,-85.526721,380000
2,265,5,1,49341,4,3.5,2500,21780,1996,148,90,43.097517,-85.468135,243500
2,240,5,1,49341,4,3,2922,87555,2016,119,,43.076507,-85.502877,379900
2,266,7,1,49306,2,2,2120,32234,2003,176,117,43.069248,-85.488326,350000
2,267,6,1,49301,4,3.5,3199,35719,2007,100,100,43.031369,-85.535644,504200
2,268,6,1,49301,5,4.5,4612,60112,2000,253,,43.010639,-85.534432,685000
1,269,5,1,49341,3,3,2456,,1984,151,240,43.091074,-85.5051979,231500
1,270,5,1,49341,,,,,,,,43.091308,-85.478332,160000
2,271,5,1,49341,4,3,2520,,2000,85,,43.087725,-85.462392,520000
1,272,6,1,49301,,,,,,,,43.030369,-85.5352489,485000
2,273,5,1,49341,,,,6970,,,,43.093908,-85.453546,400000
2,250,7,1,49306,4,3.5,2900,33976,2014,207,600,43.039389,-85.536587,440000
2,244,6,1,49301,5,5.5,7674,48351,2016,116,78,43.0052639,-85.4871155,815000
2,274,6,1,49301,4,2.5,2682,36590,2016,213,50,43.038721,-85.5268849,415000
1,275,5,1,49341,,,,,,,,43.084276,-85.477275,220000
2,276,6,1,49301,3,2.5,2345,101059,2000,151,,43.043536,-85.469766,270000
1,277,5,1,49341,,,,,,,,43.092442,-85.476871,245000
2,278,5,1,49341,2,1,658,17424,1946,198,,43.085311,-85.443196,75000
1,279,6,1,49301,,,,,,,,43.036012,-85.522136,350000
1,280,5,1,49341,2,1,1050,,1999,163,215,43.09152,-85.500701,118500
2,281,5,1,49341,5,3,2900,25700,2014,218,83,43.062351,-85.467225,415000
2,282,7,1,49306,2,1.5,1177,87555,2008,254,,43.0693966,-85.5378134,230000
2,283,6,1,49301,,,,110207,,,,43.034534,-85.531907,378000
1,284,5,1,49341,3,2,1491,,1998,190,215,43.0904979,-85.50139,122500
1,285,5,1,49341,,,,,,,,43.090185,-85.504227,90000
2,286,5,1,49341,,,,20038,,,,43.085136,-85.459535,40000
1,287,5,1,49341,2,1,960,32670,1990,184,165,43.090587,-85.503138,80000
1,288,,1,49306,,,,,,,,43.069138,-85.51346,444900
1,289,5,1,49341,3,2,2334,,1994,214,293,43.091566,-85.477352,192500
2,290,5,1,49341,2,1,578,5227,1924,322,,43.08625,-85.4867,147500
2,291,5,1,49341,4,2.5,2220,47793,2016,108,17,43.101179,-85.521484,342760
1,292,,1,49306,,,,,,,,43.041734,-85.532329,401151
2,293,5,1,49341,4,2.5,2483,43560,1999,21,90,43.0954849,-85.46798,227000
2,294,7,1,49306,3,2.5,2046,48351,2016,175,,43.052106,-85.5222409,374900
2,293,5,1,49341,3,3.5,3030,21780,1997,324,90,43.098111,-85.469155,249500
2,266,7,1,49306,4,3.5,3120,31415,2000,163,100,43.067321,-85.489076,395000
2,295,5,1,49341,3,2.5,3092,93218,1998,93,,43.076897,-85.433362,285000
2,296,5,1,49341,3,2,1992,30927,1964,248,,43.093747,-85.468002,175000
2,234,6,1,49301,3,1.5,1583,407286,1967,354,,43.013044,-85.519997,238000
2,260,7,1,49306,3,2,1848,91476,1997,78,,43.0659481,-85.4815121,118000
2,254,5,1,49341,4,2.5,2547,27007,2016,28,68,43.083849,-85.488885,433038
2,254,5,1,49341,4,2.5,2531,22215,2016,130,,43.082899,-85.489894,391490
2,254,5,1,49341,4,2.5,2930,32054,2016,56,68,43.080432,-85.489482,424900
2,254,5,1,49341,4,3.5,3438,24118,2015,263,68,43.079659,-85.488131,484900
1,297,5,1,49341,,,,,,,,43.083793,-85.4876,380000
2,276,6,1,49301,3,2.5,1975,203500,1960,304,,43.0421959,-85.471483,244000
2,274,6,1,49301,4,3.5,3489,43560,2016,165,600,43.03806,-85.525698,535227
1,298,5,1,49341,3,2,1491,,1997,294,215,43.090166,-85.502035,109900
2,299,5,1,49341,4,2.5,2988,24680,2016,203,,43.083798,-85.483276,370000
1,300,5,1,49341,2,3,1930,,1998,98,215,43.091356,-85.503072,144900
2,301,6,1,49301,,,,87120,,,,43.044604,-85.431695,236000
2,302,5,1,49341,4,2,3372,536659,1987,112,,43.090971,-85.537892,305500
1,303,5,1,49341,,,,,,,,43.091979,-85.501257,112500
1,304,5,1,49341,3,2.5,1430,,1998,161,215,43.09079,-85.502152,107500
1,305,5,1,49341,,,,,,,,43.09219,-85.503065,137500
1,306,5,1,49341,3,2,1930,,1998,94,215,43.092003,-85.5030699,136000
2,257,7,1,49306,5,3.5,3437,46070,2016,42,45,43.073132,-85.521824,530000
2,307,5,1,49341,3,1,2300,181645,1920,161,,43.100331,-85.471372,250000
2,234,5,1,49341,4,4.5,5180,435600,2000,78,,43.072099,-85.423533,240000
2,308,5,1,49341,8,4.5,7419,1338598,1999,140,,43.078499,-85.525161,699000
2,276,6,1,49301,3,1,1217,209523,1957,133,,43.0484889,-85.47168,183000
2,234,6,1,49301,4,3.5,3874,246114,1988,99,,43.002474,-85.4927079,358000
2,234,5,1,49341,,,,462172,,,,43.059912,-85.423228,355623
2,309,6,1,49301,3,3.5,3384,87120,2000,88,30,43.037858,-85.513494,365000
2,276,6,1,49301,4,2.5,2950,217800,1966,301,,43.046164,-85.469086,238200
2,310,5,1,49341,,,,488308,,,,43.070728,-85.453414,285000
2,255,5,1,49341,4,3.5,2630,152460,1969,116,,43.059699,-85.482805,247000
2,311,7,1,49306,4,2,2240,52272,1950,364,,43.057919,-85.503929,173000
2,249,,1,49306,,,,158123,,,,43.061225,-85.509423,280900
2,241,7,1,49306,3,2,1734,135907,1954,164,,43.055061,-85.530922,230000
2,312,7,1,49306,4,3.5,3372,92782,1993,95,350,43.050866,-85.511688,379000
2,232,5,1,49341,3,2,2547,225640,1984,147,,43.085187,-85.508876,215000
2,313,5,1,49341,4,4,4275,89733,1995,116,,43.0789929,-85.484366,424900
2,276,6,1,49301,4,3,3672,179902,1997,176,,43.044103,-85.471684,320000
1,314,5,1,49341,3,3,2222,,1984,98,240,43.091006,-85.505289,232000
2,311,7,1,49306,3,1.5,1676,73180,1946,283,,43.058468,-85.511494,187000
2,315,5,1,49341,,,,14375,,,,43.092427,-85.519132,655000
2,249,5,1,49341,,,,438649,,,,43.084045,-85.51282,184200
1,316,5,1,49341,3,3,2953,,1996,294,305,43.0888684,-85.4736678,280000
2,240,5,1,49341,,,,696960,,,,43.074722,-85.497728,269000
1,317,5,1,49341,2,2,2345,,1988,144,285,43.092529,-85.476446,248000
1,318,5,1,49341,2,1,949,1,1985,245,225,43.088836,-85.507735,126000
1,285,5,1,49341,,,,,,,,43.090052,-85.5035259,86000
2,319,5,1,49341,,,,26136,,,,43.090263,-85.509441,339000
2,315,5,1,49341,3,3,3710,13700,1995,238,245,43.092533,-85.51878,655000
2,320,5,1,49341,,,,13504,,,,43.089639,-85.511052,212000
2,321,5,1,49341,,,,13068,,,,43.0918459,-85.522059,290000
2,322,5,1,49341,4,2.5,2950,16500,1992,253,20,43.097627,-85.510997,256500
2,323,5,1,49341,3,2.5,3499,17424,1997,193,23,43.092901,-85.485144,850000
2,324,5,1,49341,,,,21344,,,,43.097382,-85.516734,348500
2,324,5,1,49341,,,,21344,,,,43.096421,-85.517059,335000
2,325,5,1,49341,,,,14810,,,,43.096656,-85.513206,330000
2,234,5,1,49341,,,,779288,,,,43.10264,-85.501768,325000
5,326,5,1,49341,8,4,,16117,1983,179,,43.090591,-85.505821,342000
2,327,7,1,49306,4,3,3816,35719,2011,127,117,43.067605,-85.515422,575000
2,328,6,1,49301,,,,444748,,,,43.034178,-85.462509,389000
2,234,6,1,49301,3,2,1816,111513,2012,21,,43.042192,-85.472976,377500
2,329,7,1,49306,4,3.5,3420,46216,2016,352,47,43.0696013,-85.5125067,444900
2,330,7,1,49306,4,2.5,2784,25444,2016,212,50,43.038385,-85.532388,419900
2,249,5,1,49341,,,,437778,,,,43.082197,-85.517775,286000
2,242,5,1,49341,,,,12197,,,,43.093727,-85.501849,282000
2,331,6,1,49301,4,4,6324,82328,2002,60,2400,43.03149,-85.537969,862500
2,311,,1,49306,,,,178596,,,,43.057697,-85.514876,157000
2,234,6,1,49301,,,,43560,,,,43.04235,-85.524799,310000
2,308,5,1,49341,,,,482209,,,,43.095103,-85.533552,540000
2,320,5,1,49341,4,2.5,2881,22215,1980,254,27,43.088311,-85.511863,394000
2,332,5,1,49341,3,2,2354,13068,1999,109,,43.097322,-85.5047249,257500
2,333,5,1,49341,3,2,2288,11325,1987,253,20,43.093354,-85.523054,366000
2,334,7,1,49306,4,3.5,2862,34848,1987,198,,43.071617,-85.507002,285000
2,295,5,1,49341,,,,89298,,,,43.076872,-85.434018,330000
2,335,6,1,49301,5,3.5,3560,141134,2011,359,83,43.014929,-85.527522,615000
2,234,5,1,49341,3,2,1607,427323,1999,144,,43.05989,-85.4100689,295000
2,336,5,1,49341,5,3.5,3513,104544,2001,185,,43.085239,-85.411732,345000
2,337,5,1,49341,3,2,1610,21780,1977,354,,43.076298,-85.455127,146500
2,240,5,1,49341,,,,80586,,,,43.104117,-85.499008,195000
2,249,5,1,49341,,,,87120,,,,43.075606,-85.509204,120000
2,338,5,1,49341,3,3.5,2830,17859,1986,207,245,43.089107,-85.521686,479900
2,240,5,1,49341,4,2,1500,435600,1968,25,,43.075899,-85.497733,219900
2,339,5,1,49341,5,3,2718,5000,1977,155,20,43.08666,-85.514244,235000
1,340,5,1,49341,,,,,,,,43.091779,-85.4746229,240000
2,341,7,1,49306,4,3.5,3068,32879,2015,148,,43.069027,-85.513991,420000
2,308,5,1,49341,,,,135907,,,,43.076333,-85.534274,615000
2,311,,1,49306,,,,91912,,,,43.058513,-85.502983,100000
1,342,5,1,49341,2,1,1050,,1999,161,200,43.091419,-85.501251,122500
2,343,5,1,49341,4,3.5,3318,3920,2012,291,,43.088531,-85.454317,575000
2,344,5,1,49341,,,,12632,,,,43.093903,-85.521001,400526
2,345,5,1,49341,4,3.5,2628,34992,1997,210,,43.09887,-85.466329,243000
2,346,5,1,49341,4,2,2170,43560,1999,262,,43.095629,-85.467549,215000
2,274,6,1,49301,4,3,3006,30492,2005,204,50,43.038824,-85.5260969,384900
2,347,5,1,49341,2,1.5,1040,5800,1920,179,,43.0826162,-85.452992,66100
2,232,5,1,49341,4,2,2619,392040,1878,259,,43.08234,-85.415866,190000
2,348,5,1,49341,,,,17424,,,,43.097808,-85.510683,260000
1,349,5,1,49341,,,,,,,,43.090233,-85.503618,80000
2,350,5,1,49341,4,2.5,2833,16117,1985,294,20,43.0957579,-85.524547,390900
1,351,5,1,49341,,,,,,,,43.091842,-85.502522,109000
2,352,5,1,49341,4,2,1950,10018,1991,304,,43.084178,-85.45299,164900
2,234,6,1,49301,4,3,2648,130680,1960,211,,43.042356,-85.523551,277500
1,353,5,1,49341,,,,,,,,43.09072,-85.50162,115000
2,354,5,1,49341,4,3.5,3160,87991,2005,147,,43.077474,-85.48418,385000
2,355,5,1,49341,4,2.5,2184,99316,1998,224,,43.093783,-85.416629,170919
2,260,7,1,49306,4,3.5,3764,123274,2013,80,,43.065596,-85.484288,525000
2,261,5,1,49341,,,,7841,,,,43.09014,-85.496649,435000
2,293,5,1,49341,4,3,2600,,1998,338,45,43.098947,-85.468226,189000
2,338,5,1,49341,3,3.5,3442,14810,1987,190,22,43.091546,-85.524478,750000
2,255,5,1,49341,4,2,2400,142876,1997,329,,43.0677949,-85.482833,219000
2,260,,1,49306,,,,87120,,,,43.064333,-85.483483,235000
2,311,7,1,49306,3,1,1037,76230,1955,183,,43.0576999,-85.519133,150000
2,313,5,1,49341,3,2.5,5194,52272,1992,50,,43.080784,-85.483897,565000
2,337,5,1,49341,4,3,2810,110206,2004,315,,43.08208,-85.449442,299900
2,356,7,1,49306,4,3,3404,162043,1983,200,,43.069494,-85.523809,315000
2,234,6,1,49301,4,3.5,2800,347608,1985,248,17,43.016988,-85.504075,340000
2,357,5,1,49341,5,2.5,3358,91476,1999,301,22,43.096828,-85.483335,366500
2,232,5,1,49341,3,1,1500,95396,1960,10,,43.083337,-85.411776,175000
2,358,6,1,49301,,,,44867,,,,43.003845,-85.532634,399900
2,308,5,1,49341,,,,130244,,,,43.075802,-85.533342,357000
2,358,6,1,49301,5,3.5,3826,65340,2002,297,,43.005514,-85.53261,485000
2,359,6,1,49301,4,3.5,4025,32234,2003,267,90,43.0051,-85.53616,457000
2,240,7,1,49306,4,2.5,2150,148104,1988,192,,43.063229,-85.49901,250000
2,234,7,1,49306,3,2,1636,27442,1992,318,,43.04303,-85.531173,222000
2,249,5,1,49341,4,2.5,3254,29620,1983,294,,43.070862,-85.509689,285000
2,234,5,1,49341,,,,21780,,,,43.100618,-85.475697,165800
2,234,6,1,49301,,,,119354,,,,43.003094,-85.522745,234000
2,360,5,1,49341,,,,12632,,,,43.096962,-85.52699,245000
2,348,5,1,49341,4,3.5,3087,13504,1997,273,,43.098722,-85.509269,259750
2,361,6,1,49301,3,2.5,2362,282704,1989,263,,43.006861,-85.492167,275000
2,313,5,1,49341,,,,30056,,,,43.080761,-85.481485,460000
2,362,7,1,49306,4,3.5,3040,98010,1994,296,50,43.059475,-85.508491,312500
2,363,7,1,49306,4,3,3292,45111,2015,336,47,43.067391,-85.513192,462300
2,343,5,1,49341,2,1,1200,40100,1927,183,,43.087186,-85.451837,104000
2,273,5,1,49341,,,,6970,,,,43.091721,-85.453206,460000
2,364,6,1,49301,,,,585882,,,,43.037832,-85.448064,340000
2,365,7,1,49306,5,3,4094,43995,2000,169,113,43.055794,-85.494203,375800
2,239,5,1,49341,,,,7405,,,,43.086964,-85.45367,397000
2,366,5,1,49341,3,1.5,1573,15681,1971,240,,43.086682,-85.495777,124000
2,367,5,1,49341,5,3.5,3844,52272,1960,224,,43.091426,-85.469863,189000
2,350,5,1,49341,,,,17860,,,,43.100425,-85.515576,229571
2,232,5,1,49341,5,3,2500,32234,1995,316,,43.086021,-85.474682,155000
2,350,5,1,49341,4,2.5,2377,14810,1989,51,245,43.099717,-85.516735,187500
2,344,5,1,49341,,,,13504,,,,43.09584,-85.521624,176400
2,368,5,1,49341,3,2.5,2538,24393,1983,184,22,43.088973,-85.52961,205000
2,369,5,1,49341,4,3.5,3796,88862,1994,204,52,43.104258,-85.515718,307867
2,234,6,1,49301,,,,174240,,,,43.026984,-85.4950719,375000
2,370,6,1,49301,5,3.5,2997,26136,2001,346,50,43.048386,-85.5277569,277500
2,337,5,1,49341,,,,27878,,,,43.076411,-85.454706,156000
2,311,7,1,49306,3,1,1650,116305,1957,283,,43.058513,-85.503505,175250
2,371,5,1,49341,3,3.5,3197,17859,1988,155,,43.087349,-85.528065,248000
2,372,5,1,49341,5,3.5,3390,22294,1990,70,20,43.0866,-85.520113,280000
2,373,5,1,49341,,,,30928,,,,43.0934084,-85.4654332,175000
2,374,5,1,49341,3,2.5,1710,14810,1990,262,21,43.093339,-85.500715,172000
2,296,5,1,49341,2,2,1779,5000,1960,191,,43.09308,-85.464292,425000
2,375,5,1,49341,4,3.5,3289,,1995,176,25,43.09391,-85.517342,265000
2,350,5,1,49341,3,2.5,2955,13630,1988,169,,43.09875,-85.516912,249500
2,343,5,1,49341,2,1,730,4000,1923,63,,43.087192,-85.451684,97000
2,311,7,1,49306,2,1,972,100623,1958,45,,43.0582909,-85.498168,145000
2,348,5,1,49341,,,,17424,,,,43.096461,-85.511392,306000
2,374,5,1,49341,4,2.5,2367,16117,1991,161,392,43.099118,-85.511449,233500
2,234,5,1,49341,,,,217800,,,,43.102804,-85.477053,167500
2,376,5,1,49341,3,2.5,3404,273121,2001,46,,43.079035,-85.441903,465000
2,312,7,1,49306,4,3.5,3541,91476,1994,290,116,43.050334,-85.51568,343000
2,348,5,1,49341,4,3.5,2706,13503,1998,91,230,43.098209,-85.507889,249791
2,234,6,1,49301,4,3,3336,243936,1972,219,,43.015233,-85.529273,430000
2,258,5,1,49341,3,2.5,1792,12196,2002,85,10,43.0987,-85.506214,226400
2,271,5,1,49341,4,2.5,2309,5500,1930,98,,43.09106,-85.464103,364900
2,377,5,1,49341,3,3.5,2444,14374,2000,21,20,43.09913,-85.514281,257500
2,378,5,1,49341,4,3.5,4342,209088,2003,161,1200,43.07229,-85.503853,610000
2,379,5,1,49341,5,2.5,3294,127195,1993,347,,43.101206,-85.505465,312000
2,232,5,1,49341,2,1,1230,85813,1946,226,,43.086182,-85.425616,139900
2,350,5,1,49341,3,2,2126,16000,1986,224,22,43.09569,-85.52824,174900
2,315,5,1,49341,4,3.5,3502,13068,1991,206,22,43.092874,-85.519807,220000
2,252,6,1,49301,5,2,2726,453024,1977,84,,43.010163,-85.443545,265000
2,350,5,1,49341,4,3,2060,13503,1988,73,20,43.09722,-85.518666,244500
2,332,5,1,49341,4,3,2547,15681,1999,203,3,43.096911,-85.50075,215000
2,380,5,1,49341,6,3.5,2813,20908,1991,164,20,43.095619,-85.505589,266000
2,232,5,1,49341,3,3,1800,13068,2003,277,,43.0842093,-85.4543116,194000
2,271,5,1,49341,,,,4356,,,,43.086472,-85.459361,298100
2,255,5,1,49341,,,,30056,,,,43.084788,-85.47986,132000
2,332,5,1,49341,,,,12197,,,,43.098449,-85.506725,270000
2,333,5,1,49341,3,3,2000,,1984,171,20,43.092775,-85.522865,202000
2,355,5,1,49341,,,,193842,,,,43.093369,-85.419923,265000
2,381,6,1,49301,5,4.5,4901,47916,2004,210,100,43.032018,-85.536731,535000
2,379,5,1,49341,4,3.5,3254,91476,1991,176,,43.101912,-85.507009,243000
2,325,5,1,49341,5,3.5,3200,14613,1996,287,20,43.097111,-85.51319,299950
2,239,5,1,49341,,,,24829,,,,43.08814,-85.454122,434000
2,254,5,1,49341,3,2.5,2456,,2015,178,203,43.083793,-85.4876,380000
2,350,5,1,49341,3,1.5,1511,12632,1985,169,,43.095962,-85.526052,175000
2,382,6,1,49301,5,3.5,4500,60984,2001,332,83,43.009675,-85.514563,515000
2,234,6,1,49301,3,1,1700,159865,1971,177,,43.044484,-85.500665,179500
2,249,5,1,49341,3,2,1780,65340,1998,23,,43.077673,-85.510929,142800
1,383,5,1,49341,3,3,2713,,1996,49,306,43.08843,-85.475388,267500
2,384,8,1,49321,3,2,1052,10300,1937,39,,43.032723,-85.673169,47600
5,385,8,1,49321,,,,24829,1991,277,,43.0422039,-85.6732657,245000
1,386,8,1,49321,2,1.5,1500,,2015,120,205,43.0455309,-85.665802,244880
2,387,8,1,49321,3,1.5,1617,7840,1982,87,,43.0431012,-85.6769626,126100
1,388,8,1,49321,,,,,,,,43.0383009,-85.6804237,54900
1,389,8,1,49321,,,,,,,,43.0390946,-85.6804324,96000
1,390,8,1,49321,2,2,1658,,1979,350,200,43.046029,-85.686462,83000
2,391,8,1,49321,3,2,2018,27442,1965,51,,43.054645,-85.681758,164900
2,392,8,1,49321,4,2,2310,10890,1961,199,,43.0482419,-85.6796819,170000
1,393,8,1,49321,2,2,2250,,1989,223,95,43.035454,-85.679364,160000
2,392,8,1,49321,,,,10019,,,,43.0473276,-85.6792439,166000
2,394,8,1,49321,4,2,2190,12327,1968,241,,43.056456,-85.680514,165000
1,395,8,1,49321,,,,,,,,43.0371709,-85.6805241,97500
1,396,8,1,49321,,,,,,,,43.04546,-85.6657819,240220
2,397,8,1,49321,3,2.5,3026,32887,1995,77,,43.032239,-85.680655,190000
1,398,8,1,49321,,,,,,,,43.030433,-85.676669,169000
