LandUse,Acreage,TaxDistrict,LandValue,BuildingValue,FinishedArea,FoundationType,YearBuilt,Grade,Bedrooms,FullBath,HalfBath,Class
SINGLE FAMILY,1.02,CITY OF FOREST HILLS,315000,829700,5385,CRAWL,2015,A   ,5,4,1,N
VACANT RESIDENTIAL LAND,0.52,URBAN SERVICES DISTRICT,315000,925700,5536,CRAWL,2015,X   ,5,4,1,N
SINGLE FAMILY,0.76,URBAN SERVICES DISTRICT,339300,1064200,5772,CRAWL,2015,X   ,5,5,2,N
SINGLE FAMILY,0.92,GENERAL SERVICES DISTRICT,45000,268500,3229,CRAWL,1998,B   ,5,3,0,N
SINGLE FAMILY,1.03,CITY OF OAK HILL,200000,452400,4923.76001,PT BSMT,1969,A   ,5,5,1,N
VACANT RESIDENTIAL LAND,0.57,CITY OF BELLE MEADE,401600,620100,3944,CRAWL,2015,X   ,5,4,1,N
VACANT RESIDENTIAL LAND,0.46,URBAN SERVICES DISTRICT,295000,1028200,5642.5,CRAWL,2015,X   ,5,5,1,N
SINGLE FAMILY,0.3,URBAN SERVICES DISTRICT,210000,740800,5224.83001,FULL BSMT,1940,A   ,5,5,1,O
SINGLE FAMILY,1.28,CITY OF FOREST HILLS,315000,1113700,5679,CRAWL,2015,X   ,5,4,2,O
SINGLE FAMILY,0.44,URBAN SERVICES DISTRICT,295000,1110200,6054,SLAB,2015,X   ,5,5,1,O
SINGLE FAMILY,1.66,URBAN SERVICES DISTRICT,209000,533200,4470,PT BSMT,1953,B   ,5,6,0,O
SINGLE FAMILY,1.08,GENERAL SERVICES DISTRICT,204000,225300,3460,CRAWL,1967,B   ,5,4,0,N
SINGLE FAMILY,0.41,URBAN SERVICES DISTRICT,43900,237100,2346.71997,FULL BSMT,1950,C   ,5,3,1,N
SINGLE FAMILY,0.16,URBAN SERVICES DISTRICT,195000,206200,1910,CRAWL,1935,B   ,5,2,0,O
SINGLE FAMILY,0.45,URBAN SERVICES DISTRICT,290000,1045500,4809,CRAWL,2015,X   ,5,5,1,N
VACANT RESIDENTIAL LAND,1.93,CITY OF FOREST HILLS,236300,672000,4039,FULL BSMT,2016,A   ,5,4,1,N
SINGLE FAMILY,0.6,GENERAL SERVICES DISTRICT,35000,240000,3797.14999,FULL BSMT,2000,C   ,5,5,0,N
VACANT RESIDENTIAL LAND,0.99,CITY OF FOREST HILLS,323000,1056100,5397,CRAWL,2015,X   ,5,4,2,N
SINGLE FAMILY,0.28,URBAN SERVICES DISTRICT,190000,197900,2352,PT BSMT,1947,C   ,5,2,0,N
SINGLE FAMILY,0.51,URBAN SERVICES DISTRICT,40500,277400,3038.46002,PT BSMT,1933,C   ,5,2,0,N
SINGLE FAMILY,1.05,URBAN SERVICES DISTRICT,170000,253900,3578,CRAWL,1961,B   ,5,3,0,O
SINGLE FAMILY,0.46,URBAN SERVICES DISTRICT,295000,146700,2886.14999,PT BSMT,1948,C   ,5,2,0,O
SINGLE FAMILY,0.96,GENERAL SERVICES DISTRICT,35000,227100,4250,PT BSMT,1972,C   ,5,3,0,N
SINGLE FAMILY,0.26,URBAN SERVICES DISTRICT,180000,215400,2112.33752,PT BSMT,1945,C   ,5,2,0,N
SINGLE FAMILY,0.52,URBAN SERVICES DISTRICT,295000,1071000,5600,CRAWL,2016,X   ,5,5,1,N
SINGLE FAMILY,0.95,CITY OF FOREST HILLS,349600,282200,5799,PT BSMT,2016,X   ,5,5,1,O
SINGLE FAMILY,0.97,URBAN SERVICES DISTRICT,245000,942000,5076,CRAWL,2016,X   ,5,5,1,N
VACANT RESIDENTIAL LAND,0.46,URBAN SERVICES DISTRICT,200000,900300,5765.5,CRAWL,2016,A   ,5,4,1,N
SINGLE FAMILY,0.62,URBAN SERVICES DISTRICT,120000,253900,3243.20007,FULL BSMT,1960,B   ,5,3,0,O
SINGLE FAMILY,1.1,CITY OF OAK HILL,200000,678900,6511,CRAWL,2016,A   ,5,5,1,N
SINGLE FAMILY,1.41,CITY OF FOREST HILLS,236300,1126900,5690,CRAWL,2016,X   ,5,4,2,N
DUPLEX,0.16,URBAN SERVICES DISTRICT,80000,144600,1870,CRAWL,1960,C   ,5,3,0,N
SINGLE FAMILY,0.95,URBAN SERVICES DISTRICT,135000,613600,5003.5,PT BSMT,1955,B   ,5,5,1,N
SINGLE FAMILY,1.3,URBAN SERVICES DISTRICT,150000,163800,3176.25,FULL BSMT,1966,B   ,5,3,0,N
SINGLE FAMILY,0.48,URBAN SERVICES DISTRICT,200000,992200,6510,CRAWL,2016,A   ,5,6,1,N
SINGLE FAMILY,0.28,URBAN SERVICES DISTRICT,65000,243100,2128,FULL BSMT,1952,B   ,5,3,0,N
SINGLE FAMILY,0.98,URBAN SERVICES DISTRICT,190000,764400,4343,CRAWL,2017,X   ,5,4,1,N
SINGLE FAMILY,0.98,URBAN SERVICES DISTRICT,190000,798800,4909,CRAWL,2016,X   ,5,5,2,N
SINGLE FAMILY,0.57,URBAN SERVICES DISTRICT,53000,243700,2647,PT BSMT,1942,B   ,5,2,1,N
VACANT RESIDENTIAL LAND,0.98,URBAN SERVICES DISTRICT,190000,764400,4343,CRAWL,2017,X   ,5,4,1,N
SINGLE FAMILY,1,URBAN SERVICES DISTRICT,150000,182500,2547,PT BSMT,1965,B   ,5,2,1,N
SINGLE FAMILY,0.19,URBAN SERVICES DISTRICT,27000,313100,3117,PT BSMT,1915,B   ,5,2,0,N
VACANT RESIDENTIAL LAND,0.57,URBAN SERVICES DISTRICT,220000,973800,5861,CRAWL,2016,A   ,5,4,2,O
SINGLE FAMILY,0.3,URBAN SERVICES DISTRICT,30000,241000,3675,PT BSMT,1951,C   ,5,2,2,O
DUPLEX,0.19,URBAN SERVICES DISTRICT,140000,189500,2240.27002,PT BSMT,1925,C   ,5,2,0,N
SINGLE FAMILY,0.43,URBAN SERVICES DISTRICT,70000,237500,3317.71997,FULL BSMT,1968,C   ,5,3,0,N
SINGLE FAMILY,0.56,GENERAL SERVICES DISTRICT,65000,296700,3478.19995,FULL BSMT,1998,B   ,5,3,0,N
SINGLE FAMILY,2.61,GENERAL SERVICES DISTRICT,52900,330700,4521.94006,FULL BSMT,1997,B   ,5,4,1,N
SINGLE FAMILY,0.34,URBAN SERVICES DISTRICT,35500,249800,3108,CRAWL,1956,C   ,5,3,0,N
SINGLE FAMILY,1.14,URBAN SERVICES DISTRICT,69100,301500,3774,SLAB,1973,B   ,5,2,1,N
DUPLEX,0.41,URBAN SERVICES DISTRICT,240000,128700,2732,PT BSMT,1963,C   ,5,3,0,O
SINGLE FAMILY,2.11,URBAN SERVICES DISTRICT,172500,168900,2506,PT BSMT,1963,B   ,5,3,0,N
SINGLE FAMILY,0.99,URBAN SERVICES DISTRICT,150000,163500,3132,SLAB,1964,B   ,5,3,0,N
SINGLE FAMILY,0.46,GENERAL SERVICES DISTRICT,90000,317700,4664.71002,PT BSMT,2005,B   ,5,4,2,O
TRIPLEX,0.17,URBAN SERVICES DISTRICT,210000,152000,2148,CRAWL,1952,C   ,5,3,0,N
SINGLE FAMILY,1.25,URBAN SERVICES DISTRICT,39500,243400,3699,CRAWL,1950,C   ,5,4,0,N
SINGLE FAMILY,1.22,URBAN SERVICES DISTRICT,175000,161300,3376,FULL BSMT,1957,B   ,5,4,0,N
SINGLE FAMILY,0.48,URBAN SERVICES DISTRICT,170000,224000,2786,SLAB,1940,C   ,5,4,0,N
SINGLE FAMILY,0.48,URBAN SERVICES DISTRICT,34500,121600,1902,FULL BSMT,1927,C   ,5,2,1,N
DUPLEX,0.34,URBAN SERVICES DISTRICT,165000,103000,1650,CRAWL,1968,C   ,4,2,0,O
VACANT RES LAND,2.15,CITY OF FOREST HILLS,390000,1310500,6673,CRAWL,2016,X   ,4,4,1,N
SINGLE FAMILY,0.94,URBAN SERVICES DISTRICT,135000,218400,3054.1499,FULL BSMT,1967,B   ,4,2,0,N
SINGLE FAMILY,0.18,URBAN SERVICES DISTRICT,214500,126400,1629,CRAWL,1925,C   ,4,2,0,N
SINGLE FAMILY,0.21,URBAN SERVICES DISTRICT,214500,161000,1718,PT BSMT,1935,C   ,4,2,0,N
SINGLE FAMILY,1.1,URBAN SERVICES DISTRICT,245000,160700,3117,CRAWL,1955,B   ,4,3,0,O
SINGLE FAMILY,1.23,CITY OF FOREST HILLS,315000,179300,3618,PT BSMT,1974,B   ,4,4,0,O
SINGLE FAMILY,0.38,URBAN SERVICES DISTRICT,60000,282100,3257,CRAWL,1987,B   ,4,3,0,N
SINGLE FAMILY,0.96,URBAN SERVICES DISTRICT,120000,250000,2492,CRAWL,1954,B   ,4,3,0,N
DUPLEX,0.22,URBAN SERVICES DISTRICT,195000,84900,2720,CRAWL,1940,C   ,4,2,0,O
SINGLE FAMILY,0.37,URBAN SERVICES DISTRICT,240000,205600,2458.5,FULL BSMT,1932,C   ,4,3,0,O
SINGLE FAMILY,1.76,CITY OF OAK HILL,200000,187700,2588,CRAWL,1971,B   ,4,3,0,N
SINGLE FAMILY,0.19,URBAN SERVICES DISTRICT,214500,143900,1441.98001,PT BSMT,1930,C   ,4,2,0,N
SINGLE FAMILY,1.07,URBAN SERVICES DISTRICT,135000,237700,2549,CRAWL,1955,C   ,4,3,1,O
SINGLE FAMILY,0.88,URBAN SERVICES DISTRICT,135000,202600,2834.35999,PT BSMT,1959,C   ,4,3,0,N
SINGLE FAMILY,0.94,URBAN SERVICES DISTRICT,190000,218000,2827,CRAWL,1952,C   ,4,3,0,N
DUPLEX,0.23,URBAN SERVICES DISTRICT,190000,141600,2494,CRAWL,1961,C   ,4,4,0,N
SINGLE FAMILY,0.51,URBAN SERVICES DISTRICT,170000,146500,2017,CRAWL,1957,B   ,4,3,0,N
SINGLE FAMILY,0.46,URBAN SERVICES DISTRICT,240000,283900,2507,PT BSMT,1948,C   ,4,3,0,N
SINGLE FAMILY,0.69,URBAN SERVICES DISTRICT,339300,540200,3717,CRAWL,2014,A   ,4,4,1,N
SINGLE FAMILY,0.64,URBAN SERVICES DISTRICT,230000,190700,2074,CRAWL,1950,B   ,4,2,1,O
SINGLE FAMILY,0.24,URBAN SERVICES DISTRICT,60300,308900,2457.5,CRAWL,1916,B   ,4,2,1,N
SINGLE FAMILY,0.36,GENERAL SERVICES DISTRICT,90000,267700,3364,CRAWL,2012,B   ,4,3,0,N
DUPLEX,1.42,URBAN SERVICES DISTRICT,58600,211700,2803,FULL BSMT,1962,C   ,4,2,0,N
SINGLE FAMILY,0.5,URBAN SERVICES DISTRICT,60000,260900,3388,CRAWL,1982,B   ,4,3,0,N
SINGLE FAMILY,1.11,URBAN SERVICES DISTRICT,190000,234300,2620,CRAWL,1956,C   ,4,5,0,N
VACANT RES LAND,0.6,URBAN SERVICES DISTRICT,324000,531200,3503.5,CRAWL,2015,A   ,4,3,1,N
SINGLE FAMILY,0.35,URBAN SERVICES DISTRICT,130000,610900,3507,PT BSMT,1935,B   ,4,4,0,N
ZERO LOT LINE,0.52,URBAN SERVICES DISTRICT,196000,161400,2932,CRAWL,1984,B   ,4,3,0,O
SINGLE FAMILY,0.7,GENERAL SERVICES DISTRICT,65000,328400,3105,CRAWL,1999,B   ,4,2,1,N
SINGLE FAMILY,1.9,CITY OF FOREST HILLS,315000,192800,3963.37,PT BSMT,1965,B   ,4,4,0,O
SINGLE FAMILY,1.26,CITY OF OAK HILL,210000,290900,3615.48001,PT BSMT,1981,A   ,4,2,1,O
SINGLE FAMILY,1.07,CITY OF OAK HILL,200000,202700,2782,PT BSMT,1969,B   ,4,3,0,N
SINGLE FAMILY,1.1,GENERAL SERVICES DISTRICT,99000,209200,5398.75,FULL BSMT,1975,B   ,4,4,0,N
SINGLE FAMILY,0.39,GENERAL SERVICES DISTRICT,90000,260900,3666,CRAWL,2006,B   ,4,4,0,N
SINGLE FAMILY,0.76,URBAN SERVICES DISTRICT,55000,300400,2370,FULL BSMT,1968,B   ,4,2,0,N
SINGLE FAMILY,1.15,URBAN SERVICES DISTRICT,70300,315400,4078,SLAB,1988,B   ,4,3,1,O
SINGLE FAMILY,0.22,URBAN SERVICES DISTRICT,150000,188800,2268,PT BSMT,1930,C   ,4,2,1,N
SINGLE FAMILY,0.14,URBAN SERVICES DISTRICT,195000,288200,2246,PT BSMT,1935,B   ,4,3,0,O
VACANT RES LAND,0.2,URBAN SERVICES DISTRICT,214500,451700,3441,CRAWL,2013,B   ,4,3,0,O
SINGLE FAMILY,0.22,URBAN SERVICES DISTRICT,214500,274900,2207,CRAWL,1993,C   ,4,3,0,N
SINGLE FAMILY,0.9,URBAN SERVICES DISTRICT,170000,148500,1944,CRAWL,1964,B   ,4,2,0,N
SINGLE FAMILY,0.91,URBAN SERVICES DISTRICT,170000,215700,3531,PT BSMT,1960,B   ,4,3,0,N
SINGLE FAMILY,1.46,URBAN SERVICES DISTRICT,250000,449700,4886.75,CRAWL,1957,B   ,4,4,2,O
SINGLE FAMILY,0.19,URBAN SERVICES DISTRICT,144000,216000,2139,CRAWL,1948,C   ,4,3,1,O
SINGLE FAMILY,1.03,CITY OF OAK HILL,250000,923800,5394,CRAWL,2016,X   ,4,3,2,N
SINGLE FAMILY,1,CITY OF OAK HILL,210000,270400,3879,PT BSMT,1979,B   ,4,4,0,O
SINGLE FAMILY,11.74,GENERAL SERVICES DISTRICT,136300,417100,3929.23999,FULL BSMT,1997,B   ,4,5,0,O
SINGLE FAMILY,1.1,GENERAL SERVICES DISTRICT,250000,171000,2763,PT BSMT,1967,B   ,4,3,0,N
SINGLE FAMILY,0.51,GENERAL SERVICES DISTRICT,90000,308100,3507,CRAWL,2006,B   ,4,3,1,N
SINGLE FAMILY,0.21,URBAN SERVICES DISTRICT,150000,343700,3532.5,FULL BSMT,1928,C   ,4,2,1,N
SINGLE FAMILY,0.95,URBAN SERVICES DISTRICT,135000,277700,3219,FULL BSMT,1968,B   ,4,2,0,N
SINGLE FAMILY,1.69,URBAN SERVICES DISTRICT,209000,1004800,7251.44995,FULL BSMT,1958,X   ,4,4,1,N
DUPLEX,0.22,URBAN SERVICES DISTRICT,214500,117900,1834.5,FULL BSMT,1946,C   ,4,2,0,N
SINGLE FAMILY,0.34,URBAN SERVICES DISTRICT,102000,507400,3576.06995,PT BSMT,1925,B   ,9,3,1,P
SINGLE FAMILY,0.43,URBAN SERVICES DISTRICT,210000,344900,3342,PT BSMT,1954,C   ,8,2,1,Q
SINGLE FAMILY,1.95,URBAN SERVICES DISTRICT,287500,354000,6071.84012,FULL BSMT,1962,B   ,7,5,0,Q
SPLIT CLASS,7.76,URBAN SERVICES DISTRICT,170700,601400,9170,CRAWL,1799,X   ,7,6,0,O
SPLIT CLASS,0.48,URBAN SERVICES DISTRICT,190000,292700,4751.67999,PT BSMT,1940,C   ,7,4,0,Q
SINGLE FAMILY,0.69,URBAN SERVICES DISTRICT,342000,265800,3896.40002,PT BSMT,1943,B   ,7,4,0,P
SINGLE FAMILY,0.17,URBAN SERVICES DISTRICT,60000,507000,3765,PT BSMT,1910,B   ,6,2,1,P
SINGLE FAMILY,0.21,URBAN SERVICES DISTRICT,125000,508200,5890,FULL BSMT,1899,B   ,6,3,0,P
SINGLE FAMILY,0.34,URBAN SERVICES DISTRICT,270000,219900,4083.50001,PT BSMT,1952,C   ,6,3,1,P
QUADPLEX,0.33,URBAN SERVICES DISTRICT,390000,178900,3846.375,PT BSMT,1926,C   ,6,5,0,O
SINGLE FAMILY,3.17,URBAN SERVICES DISTRICT,312500,365200,4111.33997,PT BSMT,1954,B   ,6,4,0,P
VACANT RES LAND,0.91,URBAN SERVICES DISTRICT,378000,886900,5853.25,PT BSMT,2015,X   ,6,5,2,O
SINGLE FAMILY,2.2,CITY OF FOREST HILLS,378000,402100,5516.75,CRAWL,1973,A   ,6,4,1,O
SINGLE FAMILY,1.92,CITY OF FOREST HILLS,315000,147500,3153.4375,CRAWL,1965,C   ,6,3,0,O
SINGLE FAMILY,0.57,URBAN SERVICES DISTRICT,190000,456800,4657.75,PT BSMT,1929,C   ,6,5,0,Q
SINGLE FAMILY,1.02,CITY OF BELLE MEADE,573800,1190100,6505,PT BSMT,2016,X   ,6,7,1,Q
DUPLEX,0.26,URBAN SERVICES DISTRICT,214500,300400,4338,PT BSMT,1925,B   ,6,4,0,Q
SINGLE FAMILY,1.67,CITY OF FOREST HILLS,315000,1202300,6226,CRAWL,2016,X   ,6,4,1,O
TRIPLEX,0.14,URBAN SERVICES DISTRICT,20000,48100,1764,CRAWL,1963,D   ,6,3,0,O
TRIPLEX,0.16,URBAN SERVICES DISTRICT,20000,48100,1764,CRAWL,1963,D   ,6,3,0,O
SINGLE FAMILY,1.36,CITY OF OAK HILL,272700,468800,6395.19217,PT BSMT,1952,B   ,5,4,1,P
SINGLE FAMILY,1.34,CITY OF FOREST HILLS,315000,158300,3033.03998,FULL BSMT,1965,C   ,5,5,0,O
SINGLE FAMILY,2.04,CITY OF FOREST HILLS,380000,341300,6168.08001,FULL BSMT,1976,A   ,5,4,0,Q
SINGLE FAMILY,2,CITY OF FOREST HILLS,315000,561100,6284,SLAB,1977,A   ,5,5,0,P
SINGLE FAMILY,1.94,URBAN SERVICES DISTRICT,287500,295500,3664,PT BSMT,1956,B   ,5,3,1,P
SINGLE FAMILY,1.05,GENERAL SERVICES DISTRICT,200000,468600,4501.18002,PT BSMT,1989,A   ,5,4,1,Q
SINGLE FAMILY,0.99,URBAN SERVICES DISTRICT,190000,416100,4153.25,CRAWL,1960,B   ,5,4,0,P
SINGLE FAMILY,0.36,URBAN SERVICES DISTRICT,240000,195100,2619.75,PT BSMT,1941,C   ,5,2,1,O
SINGLE FAMILY,0.16,URBAN SERVICES DISTRICT,195000,309000,2919.25,PT BSMT,1930,C   ,5,4,0,O
SINGLE FAMILY,0.72,GENERAL SERVICES DISTRICT,123000,466600,6738.5,PT BSMT,2002,X   ,5,4,1,P
SINGLE FAMILY,0.95,URBAN SERVICES DISTRICT,420000,1273900,6410.75,CRAWL,2015,X   ,5,5,1,P
SINGLE FAMILY,0.73,GENERAL SERVICES DISTRICT,123000,634700,7185.36011,FULL BSMT,2003,X   ,5,5,1,P
DUPLEX,1,GENERAL SERVICES DISTRICT,204000,391600,4618.625,SLAB,2003,B   ,5,5,1,P
SINGLE FAMILY,0.95,URBAN SERVICES DISTRICT,420000,1273900,6410.75,CRAWL,2015,X   ,5,5,1,P
SINGLE FAMILY,0.67,URBAN SERVICES DISTRICT,241500,336800,3222,CRAWL,1941,C   ,5,3,1,P
SINGLE FAMILY,1,CITY OF OAK HILL,200000,363800,4132,CRAWL,2007,A   ,5,4,1,P
SINGLE FAMILY,0.18,URBAN SERVICES DISTRICT,220000,705500,4403,CRAWL,2015,B   ,5,4,1,O
SINGLE FAMILY,0.45,URBAN SERVICES DISTRICT,350000,584100,4629.28,PT BSMT,1932,A   ,5,4,1,P
SINGLE FAMILY,0.44,URBAN SERVICES DISTRICT,210000,355400,4220.81994,FULL BSMT,1939,C   ,5,4,0,P
SINGLE FAMILY,1.5,URBAN SERVICES DISTRICT,275000,426700,4500,PT BSMT,1960,B   ,5,4,1,P
SINGLE FAMILY,0.45,URBAN SERVICES DISTRICT,375000,269700,2923,CRAWL,1953,B   ,5,2,1,P
SINGLE FAMILY,0.77,URBAN SERVICES DISTRICT,241500,512700,3995,PT BSMT,1936,B   ,5,3,1,P
SINGLE FAMILY,0.21,URBAN SERVICES DISTRICT,140000,743300,4185,PT BSMT,1935,B   ,5,4,0,O
SINGLE FAMILY,1.03,CITY OF FOREST HILLS,425000,1620600,7079,CRAWL,2015,X   ,5,4,2,O
SINGLE FAMILY,4.04,CITY OF FOREST HILLS,319200,239700,4185.50006,PT BSMT,1964,B   ,5,4,0,O
SINGLE FAMILY,1.57,GENERAL SERVICES DISTRICT,108000,270600,5320.35001,CRAWL,1981,B   ,5,4,1,O
SINGLE FAMILY,0.59,URBAN SERVICES DISTRICT,80000,393000,4503.71989,FULL BSMT,1986,B   ,5,4,1,P
SINGLE FAMILY,1.65,CITY OF FOREST HILLS,315000,163400,3375.60004,PT BSMT,1964,B   ,5,3,0,O
SINGLE FAMILY,0.23,URBAN SERVICES DISTRICT,190000,244800,2318,FULL BSMT,1930,C   ,5,3,0,O
SINGLE FAMILY,1.15,GENERAL SERVICES DISTRICT,240000,344200,4326.15002,CRAWL,1968,A   ,5,3,1,Q
SINGLE FAMILY,1.08,URBAN SERVICES DISTRICT,190000,397600,3323,CRAWL,1951,B   ,5,3,0,P
VACANT RESIDENTIAL LAND,2.51,CITY OF OAK HILL,512100,971200,6151,CRAWL,2015,X   ,5,5,1,P
SINGLE FAMILY,0.23,URBAN SERVICES DISTRICT,175000,462900,2814,PT BSMT,1930,B   ,5,2,1,Q
SINGLE FAMILY,1.94,URBAN SERVICES DISTRICT,287500,295500,3664,PT BSMT,1956,B   ,5,3,1,P
VACANT RESIDENTIAL LAND,3.4,CITY OF FOREST HILLS,521500,1577400,7915,CRAWL,2016,X   ,5,5,2,Q
SINGLE FAMILY,1.01,CITY OF FOREST HILLS,315000,294500,4523.375,PT BSMT,1959,A   ,5,4,0,P
SINGLE FAMILY,1,CITY OF OAK HILL,200000,392100,4216,CRAWL,1995,A   ,5,4,1,O
SINGLE FAMILY,1.33,CITY OF FOREST HILLS,315000,222800,5036,PT BSMT,1971,B   ,5,4,1,P
SINGLE FAMILY,0.57,URBAN SERVICES DISTRICT,342000,995900,5321,CRAWL,2015,X   ,5,5,1,O
SINGLE FAMILY,0.69,CITY OF BELLE MEADE,459000,565900,4623.75,CRAWL,2016,X   ,5,5,1,O
SINGLE FAMILY,0.95,URBAN SERVICES DISTRICT,245000,213200,3220.34998,PT BSMT,1960,B   ,5,3,0,O
SINGLE FAMILY,2.27,CITY OF OAK HILL,248000,909600,7056,CRAWL,1989,X   ,5,5,2,P
SINGLE FAMILY,0.5,URBAN SERVICES DISTRICT,295000,187800,2548,CRAWL,1954,C   ,5,3,0,P
DUPLEX,0.26,URBAN SERVICES DISTRICT,190000,220900,2722.25,PT BSMT,1977,B   ,5,5,0,O
SINGLE FAMILY,0.48,URBAN SERVICES DISTRICT,220000,230200,2765,CRAWL,1950,B   ,5,3,0,O
SINGLE FAMILY,0.25,URBAN SERVICES DISTRICT,180000,353400,3044.42498,PT BSMT,1910,C   ,5,2,0,P
SINGLE FAMILY,2.05,CITY OF FOREST HILLS,285000,165700,3184,PT BSMT,1960,B   ,5,3,1,P
QUADPLEX,0.19,URBAN SERVICES DISTRICT,125000,205700,3682.56,FULL BSMT,1945,C   ,5,4,0,P
SINGLE FAMILY,0.16,URBAN SERVICES DISTRICT,180000,393700,2592,PT BSMT,1930,C   ,5,3,0,Q
SINGLE FAMILY,0.5,URBAN SERVICES DISTRICT,200000,265100,3482,CRAWL,1953,B   ,5,4,0,O
SINGLE FAMILY,1.34,CITY OF OAK HILL,271400,2134400,8169,CRAWL,2016,X   ,5,5,3,P
SINGLE FAMILY,0.21,URBAN SERVICES DISTRICT,220000,244400,2458.75,FULL BSMT,1940,C   ,5,2,0,P
SINGLE FAMILY,0.15,URBAN SERVICES DISTRICT,60000,430300,2688.36,PT BSMT,1923,B   ,5,2,1,Q
SINGLE FAMILY,0.46,URBAN SERVICES DISTRICT,315000,121600,3641.15997,PT BSMT,1950,C   ,5,4,0,Q
SINGLE FAMILY,0.28,URBAN SERVICES DISTRICT,179200,327600,3067.45007,PT BSMT,1950,B   ,5,3,0,P
SINGLE FAMILY,1.03,URBAN SERVICES DISTRICT,380000,1078100,5864,CRAWL,2016,X   ,5,5,1,P
SINGLE FAMILY,0.94,CITY OF FOREST HILLS,323000,1087300,6034,CRAWL,2016,X   ,5,4,1,O
SINGLE FAMILY,1.04,URBAN SERVICES DISTRICT,270000,293700,3046,CRAWL,1950,B   ,5,3,0,P
SINGLE FAMILY,1.3,CITY OF OAK HILL,268900,1346100,6467,CRAWL,2016,X   ,5,5,1,P
SINGLE FAMILY,1.17,CITY OF OAK HILL,275200,1172400,5431,CRAWL,2016,X   ,5,5,1,O
SINGLE FAMILY,1.02,CITY OF OAK HILL,200000,343900,3693.15002,CRAWL,1967,B   ,5,4,0,P
SINGLE FAMILY,1.02,URBAN SERVICES DISTRICT,80400,358000,4386,CRAWL,1982,B   ,5,4,0,P
SINGLE FAMILY,0.29,URBAN SERVICES DISTRICT,35000,501700,3696,FULL BSMT,1925,B   ,5,2,0,P
SINGLE FAMILY,0.17,URBAN SERVICES DISTRICT,180000,307600,2116,PT BSMT,1930,C   ,5,2,1,O
SINGLE FAMILY,1.97,CITY OF OAK HILL,238800,278200,4107,CRAWL,1969,B   ,5,4,0,P
SINGLE FAMILY,0.98,CITY OF FOREST HILLS,323000,1101600,5772,CRAWL,2016,X   ,5,5,1,O
SINGLE FAMILY,1.12,URBAN SERVICES DISTRICT,170000,277200,3119,CRAWL,1963,B   ,5,3,1,Q
SINGLE FAMILY,1.8,URBAN SERVICES DISTRICT,209000,425400,4284,SLAB,1955,A   ,5,4,0,P
DUPLEX,0.42,URBAN SERVICES DISTRICT,190000,138800,3003,FULL BSMT,1939,C   ,5,2,0,P
DUPLEX,0.2,URBAN SERVICES DISTRICT,180000,338900,2962.91998,PT BSMT,1920,B   ,5,3,0,P
SINGLE FAMILY,0.95,URBAN SERVICES DISTRICT,240000,362600,4462,PT BSMT,1948,B   ,5,5,1,P
SINGLE FAMILY,0.18,URBAN SERVICES DISTRICT,180000,239400,2224,CRAWL,1929,C   ,5,2,0,P
SINGLE FAMILY,0.32,URBAN SERVICES DISTRICT,160000,218200,2167.25,FULL BSMT,1946,C   ,5,2,0,P
SINGLE FAMILY,0.92,URBAN SERVICES DISTRICT,150000,279700,4217,CRAWL,1964,B   ,5,4,0,P
SINGLE FAMILY,1.41,URBAN SERVICES DISTRICT,190000,420800,3450.49994,PT BSMT,1958,A   ,5,3,0,P
SINGLE FAMILY,0.21,URBAN SERVICES DISTRICT,214500,262200,2563.75,FULL BSMT,1928,C   ,5,4,0,P
SINGLE FAMILY,3.29,CITY OF FOREST HILLS,285000,249700,3708,PT BSMT,1962,B   ,5,4,1,Q
SINGLE FAMILY,0.99,URBAN SERVICES DISTRICT,170000,190600,3593.91992,FULL BSMT,1958,B   ,5,4,0,O
SINGLE FAMILY,0.91,URBAN SERVICES DISTRICT,420000,221100,3491,CRAWL,1952,B   ,5,4,0,P
SINGLE FAMILY,0.91,URBAN SERVICES DISTRICT,378000,67100,3099,CRAWL,1953,B   ,5,3,0,P
SINGLE FAMILY,2.05,CITY OF FOREST HILLS,285000,165700,3184,PT BSMT,1960,B   ,5,3,1,P
SINGLE FAMILY,1.14,CITY OF FOREST HILLS,285000,125600,2708.40002,PT BSMT,1961,C   ,5,3,0,P
SINGLE FAMILY,2.49,CITY OF FOREST HILLS,417200,152300,3646,CRAWL,1949,B   ,5,3,0,P
SINGLE FAMILY,3.87,CITY OF FOREST HILLS,315000,192500,3260,SLAB,1959,B   ,5,3,0,P
DUPLEX,1.44,URBAN SERVICES DISTRICT,275000,181800,3105,PT BSMT,1961,B   ,5,4,0,O
SINGLE FAMILY,0.17,URBAN SERVICES DISTRICT,195000,363800,3002,FULL BSMT,1930,B   ,4,3,0,P
SINGLE FAMILY,0.17,URBAN SERVICES DISTRICT,60000,445100,3038,CRAWL,1920,B   ,4,3,1,O
SINGLE FAMILY,0.19,URBAN SERVICES DISTRICT,168000,517700,3233,CRAWL,2012,B   ,4,3,1,P
SINGLE FAMILY,0.59,URBAN SERVICES DISTRICT,315000,1028800,5063,CRAWL,2014,X   ,4,4,1,P
SINGLE FAMILY,0.29,URBAN SERVICES DISTRICT,180000,343800,2740,PT BSMT,1928,C   ,4,2,1,O
DUPLEX,0.14,URBAN SERVICES DISTRICT,180000,538100,3628.76001,FULL BSMT,1928,B   ,4,4,0,Q
